-3.384560764934466892e+00,-1.322358187425425102e+00
-4.127090848565260650e+00,3.920334763814017909e-01
-3.582957124167431395e+00,-1.843307539677985663e+00
-4.040540308153728333e+00,-2.662683722096460315e+00
-3.382072652393561807e+00,-1.378763934473090647e+00
1.119274849778454417e+01,-2.528340409535134725e+01
2.379434780138622685e+01,-3.208165456452771025e+01
8.533372582127064732e+00,-1.439722564747259881e+01
5.925918499282973428e+00,-1.316985430365844323e+01
1.193534417688183957e+01,-1.879434061025762404e+01
-4.639687890575599383e+00,-6.205071555458379073e-01
-5.465871596972774249e+00,2.377067842965517042e-01
-4.848135302602696761e+00,-4.237117414767321844e-01
-4.338751337607136271e+00,-1.687680325327969022e-01
-4.408966625576405285e+00,-4.555257107708511333e-01
