0.000000000000000000e+00,0.000000000000000000e+00,4.322233507764819409e-85,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.702588976560593604e-46,7.005737709029472894e-89,0.000000000000000000e+00,0.000000000000000000e+00,4.559757788112235067e-55
1.000000000000000021e-02,0.000000000000000000e+00,1.141934246105831274e-80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.039177091726870061e-43,3.932428652314747376e-84,0.000000000000000000e+00,0.000000000000000000e+00,2.593611348618951588e-52
2.000000000000000042e-02,0.000000000000000000e+00,2.272698558123569600e-76,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.418417697813809347e-41,1.615014599235355215e-79,0.000000000000000000e+00,0.000000000000000000e+00,1.239851914133807728e-49
2.999999999999999889e-02,0.000000000000000000e+00,3.407300545236068058e-72,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.704839733436045934e-39,4.852892558397804635e-75,0.000000000000000000e+00,0.000000000000000000e+00,4.981419980186564627e-47
4.000000000000000083e-02,0.000000000000000000e+00,3.848105023838711691e-68,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.804795426892960477e-37,1.066924095820091136e-70,0.000000000000000000e+00,0.000000000000000000e+00,1.682188438695531657e-44
5.000000000000000278e-02,0.000000000000000000e+00,3.273793314695282996e-64,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.683217145726801047e-35,1.716228048596532641e-66,0.000000000000000000e+00,0.000000000000000000e+00,4.774828000514347863e-42
5.999999999999999778e-02,0.000000000000000000e+00,2.098086870033100295e-60,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.383327434699778694e-33,2.019877791258001549e-62,0.000000000000000000e+00,0.000000000000000000e+00,1.139279849822206674e-39
7.000000000000000666e-02,0.000000000000000000e+00,1.012892934569853643e-56,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.002049792929377827e-31,1.739337350913917053e-58,0.000000000000000000e+00,0.000000000000000000e+00,2.285210546673399838e-37
8.000000000000000167e-02,0.000000000000000000e+00,3.683591692789212019e-53,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.399431828515276287e-30,1.095850195191336509e-54,0.000000000000000000e+00,0.000000000000000000e+00,3.853766933736278352e-35
8.999999999999999667e-02,0.000000000000000000e+00,1.009130413786204590e-49,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.604051431564077499e-28,5.051579642523514903e-51,0.000000000000000000e+00,0.000000000000000000e+00,5.464579638514276704e-33
1.000000000000000056e-01,0.000000000000000000e+00,2.082528594582419520e-46,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.790394914608419097e-26,1.703773620997204457e-47,0.000000000000000000e+00,0.000000000000000000e+00,6.516271919377597390e-31
1.100000000000000006e-01,0.000000000000000000e+00,3.237445890728654799e-43,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.847422985734761329e-25,4.204412170473181313e-44,0.000000000000000000e+00,0.000000000000000000e+00,6.535589357343071825e-29
1.199999999999999956e-01,0.000000000000000000e+00,3.791245703580774425e-40,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.035562643802917495e-23,7.591147993873344016e-41,0.000000000000000000e+00,0.000000000000000000e+00,5.514443742389990987e-27
1.300000000000000044e-01,0.000000000000000000e+00,3.344484681587363195e-37,2.482008632765823967e-316,0.000000000000000000e+00,0.000000000000000000e+00,1.036574938691196560e-21,1.002809726905615080e-37,0.000000000000000000e+00,0.000000000000000000e+00,3.915244962813640209e-25
1.400000000000000133e-01,0.000000000000000000e+00,2.222513248421562582e-34,1.021992414153552689e-302,0.000000000000000000e+00,0.000000000000000000e+00,3.125573139191365309e-20,9.692565675829594868e-35,0.000000000000000000e+00,0.000000000000000000e+00,2.339869088201259766e-23
1.499999999999999944e-01,0.000000000000000000e+00,1.112570071747385581e-31,2.096515004104816896e-289,0.000000000000000000e+00,0.000000000000000000e+00,8.324301573246657873e-19,6.854385382482795450e-32,0.000000000000000000e+00,0.000000000000000000e+00,1.177520009842195547e-21
1.600000000000000033e-01,0.000000000000000000e+00,4.195447155907950577e-29,2.142664614685270184e-276,0.000000000000000000e+00,0.000000000000000000e+00,1.958762514962434856e-17,3.546570472172723563e-29,0.000000000000000000e+00,0.000000000000000000e+00,4.992305372370677064e-20
1.700000000000000122e-01,0.000000000000000000e+00,1.191782501941240889e-26,1.090978871805571902e-263,0.000000000000000000e+00,0.000000000000000000e+00,4.073472813544453801e-16,1.342642401822974045e-26,0.000000000000000000e+00,0.000000000000000000e+00,1.784259535078982709e-18
1.799999999999999933e-01,0.000000000000000000e+00,2.550255081078038449e-24,2.767479436009968428e-251,0.000000000000000000e+00,0.000000000000000000e+00,7.489255190815339629e-15,3.719001321020505476e-24,0.000000000000000000e+00,0.000000000000000000e+00,5.379963294618147696e-17
1.900000000000000022e-01,0.000000000000000000e+00,4.110911294893391180e-22,3.497505329536623059e-239,0.000000000000000000e+00,0.000000000000000000e+00,1.217742982597474768e-13,7.537218910127498285e-22,0.000000000000000000e+00,0.000000000000000000e+00,1.369932403259215234e-15
2.000000000000000111e-01,0.000000000000000000e+00,4.991837706594020501e-20,2.202106340325790809e-227,6.380363750393857871e-320,0.000000000000000000e+00,1.751787791013837883e-12,1.117694747435673240e-19,0.000000000000000000e+00,0.000000000000000000e+00,2.949663806479616382e-14
2.099999999999999922e-01,0.000000000000000000e+00,4.566155277879916241e-18,6.907551152607000762e-216,1.020871500918216252e-299,0.000000000000000000e+00,2.230477364124624260e-11,1.212769146233631612e-17,0.000000000000000000e+00,0.000000000000000000e+00,5.379090861160984164e-13
2.200000000000000011e-01,0.000000000000000000e+00,3.146362537354745118e-16,1.079483110985278874e-204,3.528849386056650805e-280,0.000000000000000000e+00,2.514809512883911246e-10,9.629519601840854652e-16,0.000000000000000000e+00,0.000000000000000000e+00,8.325527033662522007e-12
2.300000000000000100e-01,0.000000000000000000e+00,1.633182494419281257e-14,8.404531596323534290e-194,2.635238526118355292e-261,0.000000000000000000e+00,2.512035058247401833e-09,5.595716923833821777e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.096534572099392176e-10
2.399999999999999911e-01,0.000000000000000000e+00,6.385994464344321239e-13,3.259996219443993260e-183,4.251395466160864715e-243,0.000000000000000000e+00,2.224369560211488190e-08,2.380290194777005375e-12,0.000000000000000000e+00,0.000000000000000000e+00,1.232995876189348937e-09
2.500000000000000000e-01,1.699158619553698910e-309,1.881006205021216809e-11,6.299797627744732753e-173,1.481725805904012059e-225,0.000000000000000000e+00,1.747125358109731051e-07,7.414981332794746280e-11,0.000000000000000000e+00,0.000000000000000000e+00,1.188392588706000367e-08
2.600000000000000089e-01,1.476646428887939181e-264,4.173686187860367451e-10,6.065156627958610218e-163,1.115652517872704444e-208,0.000000000000000000e+00,1.218100182197020559e-06,1.692920897510848783e-09,0.000000000000000000e+00,0.000000000000000000e+00,9.864102925080254043e-08
2.700000000000000178e-01,3.562407098039053880e-223,6.976173085630761513e-09,2.909131565814359608e-153,1.814741708487490477e-192,0.000000000000000000e+00,7.544369135631333132e-06,2.836893657993731369e-08,0.000000000000000000e+00,0.000000000000000000e+00,7.088533467388957043e-07
2.800000000000000266e-01,2.385805343683085544e-185,8.783804553105549859e-08,6.951693642061915899e-144,6.377132745826822999e-177,0.000000000000000000e+00,4.154496195949319604e-05,3.498662057563266706e-07,0.000000000000000000e+00,0.000000000000000000e+00,4.435123914850082513e-06
2.899999999999999800e-01,4.435584917062119739e-151,8.331367985154010059e-07,8.276063355523476367e-135,4.841287338059840094e-162,0.000000000000000000e+00,2.036014891743463792e-04,3.191231012631919494e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.429550098480985404e-05
