2.139999999999999958e-01,4.742222222222204353e-01,5.917987339496612043e-01,4.641666666666666163e-01,5.979999999999999760e-01,5.719999999999999529e-01
1.779999999999999916e-01,3.824444444444441427e-01,5.005476225614547969e-01,4.149333333333325435e-01,4.939999999999999947e-01,5.160000000000000142e-01
1.539999999999999980e-01,3.192222222222221295e-01,4.305583095550536976e-01,3.790857142857136375e-01,4.279999999999999916e-01,4.199999999999999845e-01
1.160000000000000059e-01,2.807777777777779038e-01,3.862012306451797494e-01,3.306928571428566777e-01,3.579999999999999849e-01,4.020000000000000240e-01
9.199999999999999845e-02,2.444444444444449083e-01,3.437319527864456381e-01,3.119634920634922204e-01,3.539999999999999813e-01,3.559999999999999831e-01
1.019999999999999934e-01,2.030000000000003746e-01,2.910053284168243604e-01,2.865650793650790784e-01,2.740000000000000213e-01,2.819999999999999729e-01
